title,description,thumbnail,author,publisher,publishing_year,num_pages,language,categories,link
鬼滅の刃 14 - ONI METSU NO HA 14,"鬼滅の刃 14 - ONI METSU NO HA 14


感情ごとに分裂していた鬼・半天狗の本体以外が合体し、炭治郎を襲う! 半天狗から「弱き者」をいたぶると言われ、苦戦中の炭治郎は憤慨し!? 一方、霞柱の時透は過去の記憶を取り戻し、玉壺と対峙する。すると時透に変化が?",https://cdn1.fahasa.com/media/catalog/product/i/m/image_197391.jpg,吾峠 呼世晴,Kinokuniya Book Stores,2019,192,Tiếng Nhật,Manga Books,https://www.fahasa.com/14-oni-metsu-no-ha-14.html
鬼滅の刃 8 - ONI METSU NO HA 8,"鬼滅の刃 8 - ONI METSU NO HA 8


眠り鬼・魘夢にヒノカミ神楽「碧羅の天」を放った炭治郎の戦いの顛末は!? さらに、炭治郎一行の下に現れたものの正体とは!? そして炎柱・煉獄杏寿郎が動く。その強き者の口から語られる言葉の先に炭治郎が見たものとは!?",https://cdn1.fahasa.com/media/catalog/product/i/m/image_197390.jpg,吾峠 呼世晴,Kinokuniya Book Stores,2017,192,Tiếng Nhật,Manga Books,https://www.fahasa.com/8-oni-metsu-no-ha-8.html
五等分の花嫁 キャラクターブック 五月 (KCデラックス) GO TOUBUN NO HANAYOME KYARAKUTAABUTU,"五等分の花嫁 キャラクターブック 五月 (KCデラックス)


アニメ第2期の制作が決定した『五等分の花嫁』の5人のヒロイン、一花、二乃、三玖、四葉、五月の魅力を、キャラクターごとに1冊にまとめたキャラクターブックを2019年11月より2020年3月にかけて5か月連続刊行! カラーイラストや書店販促用描き下ろしイラスト、未公開の初期設定イラストを満載! 「ベストエピソード(神回)ネーム」やヒロイン個別の魅力に迫る「春場ねぎ先生インタビュー」も収録。5人のヒロインをビジュアル中心で解析する「見て、愛でる」キャラブックです!


『五等分の花嫁』のヒロイン、中野五月の魅力を1冊にまとめたキャラクターブック! カラーイラストや書店販促用描き下ろしイラスト、未公開の初期設定イラストを満載。五月の「ベストエピソード(神回)ネーム」や彼女の魅力に迫る「春場ねぎ先生インタビュー」も収録。他にも「ゼロから始まる好感度“ちょっと意固地な”五月編」、「五つ子と全国47都道府県デート企画大特集」など企画盛りだくさんでお届けする「見て、愛でる」キャラブックです!",https://cdn1.fahasa.com/media/catalog/product/i/m/image_197389.jpg,"春場 ねぎ, 週刊少年マガジン編集部",Kinokuniya Book Stores,2020,128,Tiếng Nhật,Manga Books,https://www.fahasa.com/kc.html
SPY x FAMILY 4,"SPY X FAMILY 4 (ジャンプコミックス)


爆弾犬を使っての西国大臣暗殺計画が判明! アーニャの飼う犬を求め家族で出かけたはずが、黄昏は、テロを止める緊急作戦に加わることに…!! 一方アーニャは、何故かフォージャー家を知る不思議な犬と出会い──!?",https://cdn1.fahasa.com/media/catalog/product/i/m/image_197388.jpg,遠藤 達哉,Kinokuniya Book Stores,2020,186,Tiếng Nhật,Manga Books,https://www.fahasa.com/spy-x-family-4.html
鬼滅の刃 13 - ONI METSU NO HA 13,"鬼滅の刃 13 - ONI METSU NO HA 13


上弦の鬼・半天狗と玉壺が、隠れ里である刀鍛冶の里に襲来!? 攻撃するたび分裂して威力を増す半天狗に、炭治郎と玄弥は苦戦を強いられる。一方、他人への関心が薄い霞柱・時透は、鬼に襲われている小鉄を目撃して…!?",https://cdn1.fahasa.com/media/catalog/product/i/m/image_197387.jpg,吾峠 呼世晴,Kinokuniya Book Stores,2018,192,Tiếng Nhật,Manga Books,https://www.fahasa.com/13-oni-metsu-no-ha-13.html
鬼滅の刃 15 - ONI METSU NO HA 15,"鬼滅の刃 15 - ONI METSU NO HA 15


上弦の鬼・半天狗の本体を追い詰める炭治郎。しかし夜明けが近付き、鬼である禰豆子の身体に危機が!? 禰豆子の身を案じ、半天狗を倒しに行くことに躊躇する炭治郎。果たして半天狗を討てるのか!? そして禰豆子の安否は!?",https://cdn1.fahasa.com/media/catalog/product/i/m/image_197383.jpg,吾峠 呼世晴,Kinokuniya Book Stores,2019,192,Tiếng Nhật,Manga Books,https://www.fahasa.com/15-oni-metsu-no-ha-15.html
キングダム 58 - Kingdom 58,"キングダム 58 - KINGU DAMU 58


趙国との存亡懸けた大決戦！　勝敗は宿命の対決に託された!!　朱海平原十五日目、遂に李牧本陣へたどり着いた飛信隊の前に立ちはだかったのはホウ煖。信とホウ煖、宿命の二人の戦いは壮絶な一騎討ちに――。大乱戦となったこの地を制し、趙国の要所「ギョウ」を手にするのはどちらの国なのか？　始皇十一年「秦趙連合軍戦」物語は衝撃の結末へ……!!",https://cdn1.fahasa.com/media/catalog/product/i/m/image_197381.jpg,原泰久,Kinokuniya Book Stores,2020,234,Tiếng Nhật,Manga Books,https://www.fahasa.com/58-kingu-damu-58.html
鬼滅の刃 16 - ONI METSU NO HA 16,"鬼滅の刃 16 - ONI METSU NO HA 16


柱稽古で岩柱・悲鳴嶼の元へ赴いた炭治郎。滝に打たれ、丸太を担ぎ、岩を動かすという厳しい修業を経て、炭治郎は悲鳴嶼に認めてもらうことができるのか!? その裏で、無惨は禰豆子と産屋敷の居場所を突き止めようとし──!?",https://cdn1.fahasa.com/media/catalog/product/i/m/image_197385.jpg,吾峠 呼世晴,Kinokuniya Book Stores,2019,192,Tiếng Nhật,Manga Books,https://www.fahasa.com/16-oni-metsu-no-ha-16.html
鬼滅の刃 11 - ONI METSU NO HA 11,"鬼滅の刃 11 - ONI METSU NO HA 11


上弦の陸の兄妹鬼、妓夫太郎と堕姫との花街での戦いは熾烈を極める。次第に柱の宇髄と連携がとれる炭治郎たちだが、宇随や伊之助、善逸は鬼の凶刃に倒れてしまう。仲間が倒れた今、炭治郎は二人の鬼を打ち破れるのか!?",https://cdn1.fahasa.com/media/catalog/product/i/m/image_197386.jpg,吾峠呼世晴,Kinokuniya Book Stores,2018,199,Tiếng Nhật,Manga Books,https://www.fahasa.com/11-oni-metsu-no-ha-11.html
鬼滅の刃 5 - ONI METSU NO HA 5,"鬼滅の刃 5 - ONI METSU NO HA 5


那田蜘蛛山へ向かった炭治郎たちは、山に棲む蜘蛛の鬼の家族に苦戦を強いられる! 善逸は蜘蛛になる毒に侵され、伊之助と炭治郎も巨大化した父鬼に翻弄され、戦いに終わりは見えず…そんな絶体絶命の一行の下にある影が…!?",https://cdn1.fahasa.com/media/catalog/product/i/m/image_197382.jpg,吾峠 呼世晴,Kinokuniya Book Stores,2017,192,Tiếng Nhật,Manga Books,https://www.fahasa.com/5-oni-metsu-no-ha-5.html
僕のヒーローアカデミア 27 - BOKU NO HIROUAKADEMIA 27,"僕のヒーローアカデミア 27 - BOKU NO HIROUAKADEMIA 27


ついにヒーローによる一斉襲撃作戦が始まる。潜入から時間は掛かったが、全てはこの瞬間、確実に「超常解放戦線」を制圧するんだ！　子どもの頃から憧れていたヒーローみたいにみんなの為、俺は誰よりも速く飛んでいく！　“Plus Ultra”!!",https://cdn1.fahasa.com/media/catalog/product/i/m/image_197384.jpg,堀越耕平,Kinokuniya Book Stores,2019,191,Tiếng Nhật,Manga Books,https://www.fahasa.com/27-boku-no-hirouakademia-27.html
五等分の花嫁 フルカラー版(4) (KCデラックス) GO TOUBUN NO HANAYOME FURU KARABAN 4,"五等分の花嫁 フルカラー版(4) (KCデラックス)


貧乏な生活を送る高校2年生・上杉風太郎のもとに、好条件の家庭教師アルバイトの話が舞い込む。ところが教え子はなんと同級生!! しかも五つ子だった!! 全員美少女、だけど「落第寸前」「勉強嫌い」の問題児! 風太郎は、超個性的な彼女たちを「卒業」まで導けるか──!?


「落第寸前」「勉強嫌い」の美少女五つ子を、アルバイト家庭教師として「卒業」まで導くことになった風太郎。五つ子たちの父親から告げられた「五つ子たちの赤点=クビ」の条件は果たせなかったものの、二乃の機転で辛くもクビを回避することに成功。次こそは家庭教師としての成果をあげてみせると決意を新たにした風太郎だったが、学校行事「林間学校」のため勉強はちょっとお休み。五つ子たちと過ごす、楽しい「林間学校」が始まる──!!",https://cdn1.fahasa.com/media/catalog/product/i/m/image_197380.jpg,春場 ねぎ,Kinokuniya Book Stores,2020,192,Tiếng Nhật,Manga Books,https://www.fahasa.com/4-kc-311288.html
キングダム 26 - Kingdom 26,"キングダム 26 - YJC 26 KINGU DAMU


函谷関攻防戦。

五ヶ国からなる合従軍を迎え撃つ秦軍。鉄壁の国門・函谷関を死守すべく、信たち飛信隊は因縁の趙軍と激突!",https://cdn1.fahasa.com/media/catalog/product/i/m/image_197448.jpg,原泰久,Kinokuniya Book Stores,2012,210,Tiếng Nhật,Manga Books,https://www.fahasa.com/26-yjc-26-kingu-damu.html
キングダム 56 - Kingdom 56,"キングダム 56 - KINGU DAMU 56


朱海平原十五日目、決着の日! 王翦軍vs李牧軍、全面対決!!

朝を迎えた十五日目の朱海平原。兵糧が尽き後のない秦は、王翦軍が李牧軍へ真っ向から勝負に挑む! だが開戦直後、李牧の元へギョウからの急報が…!? 中央軍同士の激突は、互いに相手を打ち破るしかない総力戦へと拡大! 勝利をたぐり寄せるのは…!?",https://cdn1.fahasa.com/media/catalog/product/i/m/image_197419.jpg,原泰久,Kinokuniya Book Stores,2019,226,Tiếng Nhật,Manga Books,https://www.fahasa.com/56-kingu-damu-56.html
タイ語・ベトナム語・インドネシア語版 日本語能力試験問題集 N3語彙スピードマスター NIHONGO NOURYOKU SHIKEN MONDAISHUU N3 GOI SUPI TAIGO,"タイ語・ベトナム語・インドネシア語版 日本語能力試験問題集 N3語彙スピードマスター- NIHONGO NOURYOKU SHIKEN MONDAISHUU N3 GOI SUPI TAIGO


日本語能力試験N3の問題に出る可能性のある基本語彙を幅広くカバー。「時間」「毎日の生活」「色・形」「趣味・活動」「国・社会」「体・健康」「擬音語・擬態語」「複合動詞」「カタカナ語」など、テーマ別にN3語彙をわかりやすく分類し、全体を45のユニットで構成。見開き2ページごとに効率よく、テンポよく学習を進めていく。 各ユニットの「ドリル」に復習を兼ねた「実戦練習」を加えた豊富な練習問題は、確実に合格レベルの実戦力を養う。そして最後に、模擬試験に2回チャレンジして総仕上げをする。 さらに本書の特長として、各ユニットでは会話を中心とした例文を付属CDの音声付きで紹介、語彙の意味・使い方の理解をサポートする。タイ語・ベトナム語・インドネシア語の部分訳も付いているので、一人でも安心して試験対策の学習ができる。",https://cdn1.fahasa.com/media/catalog/product/i/m/image_197403.jpg,"森本 智子, 松田 佳子, 高橋 尚子",Kinokuniya Book Stores,2020,164,Tiếng Nhật,Learning Japanese Books,https://www.fahasa.com/n3.html
TVアニメ公式ガイドブック ハイキュー!! セイシュンメイカン!! - TV Anime Official Guidebook Haikyu !!,"TVアニメ公式ガイドブック ハイキュー!! セイシュンメイカン!! - TV Anime Official Guidebook Haikyu !!


人気白熱!! ハイキュー!! 初の公式アニメガイド!!
充実&豪華企画が満載!!
●烏野&青城&音駒キャラが大集合!
●村瀬 歩=日向役=×石川界人=影山役=×内山昴輝=月島役=×斉藤壮馬=山口役=
撮り下ろしスペシャル座談会!
●烏野メンバー11人からの特別メッセージ!!
●秘蔵資料あり! 超レア設定資料集!!",https://cdn1.fahasa.com/media/catalog/product/i/m/image_205941.jpg,"古舘 春一, 週刊少年ジャンプ編集部",Kinokuniya Book Stores,2021,117,Tiếng Nhật,Manga Books,https://www.fahasa.com/tv-tv-anime-official-guidebook-haikyu.html
ようこそ実力至上主義の教室へ 11.5 - Welcome To The Classroom Of The Elite,"ようこそ実力至上主義の教室へ 11.5 - Welcome To The Classroom Of The Elite


大人気コンビの学園黙示録、ついに1年生編完結!


学校側の介入というアクシデントがあったものの、1学年の最終試験を退学者なしで乗り越えたCクラス。最後の行事、卒業式を迎える。兄との最後の接触に踏ん切りのつかない堀北にアドバイスを与えつつ、綾小路は月城理事長代行対策に動き出す。システムにはシステムで対抗、坂柳理事長に連絡を取り、1年Aクラス担任の真嶋、茶柱と秘密裏に接触、交渉を試みる。一方で綾小路の偽の姿について疑念を持つクラスメイトも現れていた。好奇心と願望の下、1年Cクラス松下千秋が綾小路の追跡を始める。そして1年という月日は生徒同士の関係を大きく進展させるには十分な期間で――。新たな学園黙示録、1年生編完結!",https://cdn1.fahasa.com/media/catalog/product/9/7/9784040640075.jpg,"衣笠彰梧, トモセ シュンサク",Kinokuniya Book Stores,2021,328,Tiếng Nhật,Light Novel,https://www.fahasa.com/11-5-welcome-to-the-classroom-of-the-elite.html
ようこそ実力至上主義の教室へ 10 - Welcome To The Classroom Of The Elite,"ようこそ実力至上主義の教室へ 10 - Welcome To The Classroom Of The Elite


「これかお前の闇は――」軽井沢恵の過去が暴かれる第10巻!


希望する進学、就職先にほぼ100%応えるという全国屈指の名門校・高度育成高等学校に進学した主人公・綾小路清隆。


全クラス入り乱れての船上試験勝利に向け動く堀北。
一方、静観していた綾小路は軽井沢の利用価値を見定めるため、
彼女の過去、本性に迫りつつあった。
近づく試験終了日、綾小路はポイント獲得のため動くのか、
そして他クラスとの読み合いの結果は――?


前代未聞の学園黙示録、軽井沢恵の過去が暴かれる第10巻!",https://cdn1.fahasa.com/media/catalog/product/9/7/9784040647890.jpg,"衣笠彰梧, トモセ シュンサク",Kinokuniya Book Stores,2020,148,Tiếng Nhật,Manga Books,https://www.fahasa.com/10-welcome-to-the-classroom-of-the-elite.html
鬼滅の刃 23 (ジャンプコミックス) KIMETSU NO YAIBA TSUUJOUBAN 23,"鬼滅の刃 23 (ジャンプコミックス)


鬼の始祖・鬼舞辻無惨と炭治郎たちの戦いは最終局面へ…!!　珠世が身を挺して投与した四種類の薬が、無惨を衰えさせ、追い詰めていく。炭治郎と禰豆子、そして鬼殺隊の運命は!?　永きにわたる鬼との闘争、ついに決着の刻!!",https://cdn1.fahasa.com/media/catalog/product/9/7/9784088824956.jpg,吾峠 呼世晴,Kinokuniya Book Stores,2020,232,Tiếng Nhật,Manga Books,https://www.fahasa.com/23.html
呪術廻戦 15 - Jujutsu Kaisen 15,"呪術廻戦 15 (ジャンプコミックス)


宿儺による大量殺人、七海建人の死…そして真人の手にかかり釘崎までも──!! 自らの罪の重さに虎杖の心が限界を超えたその時、親友の危機にあの男が駆け付ける。虎杖と真人、呪い合う両者の終着点とは…!?",https://cdn1.fahasa.com/media/catalog/product/9/7/9784088825816_1.jpg,芥見 下々,Kinokuniya Book Stores,2021,192,Tiếng Nhật,Manga Books,https://www.fahasa.com/15-307107.html
呪術廻戦 13 - Jujutsu Kaisen 13,"呪術廻戦 13 - Jujutsu Kaisen 13


恐るべき呪霊へと変貌を遂げた陀艮…! その際限なき呪力の奔流が、直毘人・真希・七海へと襲い掛かる!! 一方、夏油を慕う呪詛師の一派は夏油の肉体を取り戻す為、最も忌むべき者を呼び起こそうとするが──!?",https://cdn1.fahasa.com/media/catalog/product/i/m/image_227518.jpg,芥見 下々,Kinokuniya Book Stores,2020,192,Tiếng Nhật,Manga Books,https://www.fahasa.com/13-jujutsu-kaisen-13.html
鬼滅の刃 19 (ジャンプコミックス) (日本語) KIMETSU NO YAIBA 19,"鬼滅の刃 19 (ジャンプコミックス) (日本語) KIMETSU NO YAIBA 19


カナヲと伊之助 対 上弦の弐・童磨の戦いは極限へ──!! 身内を殺した鬼を前にして怒りに震える二人だが、強力な血鬼術の数々に押され悪戦苦闘する。近づくこともできぬ劣勢を覆し、二人は仇討ちを遂げられるのか…!?",https://cdn1.fahasa.com/media/catalog/product/i/m/image_195509_1_45499.jpg,吾峠 呼世晴,Kinokuniya Book Stores,2020,192,Tiếng Nhật,Manga Books,https://www.fahasa.com/19-kimetsu-no-yaiba-19.html
SHINKAI MAKOTO KANTOKU SAKUHIN TENKI NO KO BIJUTSU GASHUU,"SHINKAI MAKOTO KANTOKU SAKUHIN TENKI NO KO BIJUTSU GASHUU


This is the official artworks of Makoto Shinkai latest works, ""Weathering with you"", packs with more than 240 background illustrations in 14 different categories, such as ""Sunny Tokyo"", ""Rainy Tokyo"", ""Abandoned Building"", and ""Haruna's Apartment"", etc. In addition, it also features interviews with Makoto Shinkai, Hiroshi Takiguchi, and Nizou Yamamoto, etc.",https://cdn1.fahasa.com/media/catalog/product/9/7/9784046046987.jpg,"Toho, CoMix Wave",Kinokuniya Book Stores,2020,223,Tiếng Nhật,"Art, Anime Character",https://www.fahasa.com/shinkai-makoto-kantoku-sakuhin-tenki-no-ko-bijutsu-gashuu.html
呪術廻戦 14 - Jujutsu Kaisen 14,"呪術廻戦 14 - JUJUTSU MAWARISEN 14


一時の自由を得た宿儺の暴虐な振る舞いで渋谷の街に甚大な被害がもたらされる中、呪詛師の不意打ちで致命傷を負った伏黒は、最後の手段に打って出る。伏黒が“調伏の儀”を始めた事に気付いた宿儺は──…!?",https://cdn1.fahasa.com/media/catalog/product/i/m/image_227519.jpg,芥見 下々,Kinokuniya Book Stores,2021,192,Tiếng Nhật,Manga Books,https://www.fahasa.com/14-digital.html
鬼滅の刃 18 (ジャンプコミックスDIGITAL) KIMETSU NO YAIBA  18,"鬼滅の刃 18 (ジャンプコミックスDIGITAL)


上弦の参・猗窩座と対峙する炭治郎と冨岡。その圧倒的な力に対し防戦一方の二人だが、熾烈を極める戦いの中、炭治郎は父親から教えられた「透き通る世界」の境地に到達する！　炭治郎の剣は果たして猗窩座に届くのか…!?",https://cdn1.fahasa.com/media/catalog/product/i/m/image_195509_1_38255.jpg,吾峠呼世晴,Kinokuniya Book Stores,2019,199,Tiếng Nhật,Manga Books,https://www.fahasa.com/18-digital.html
東京店構え マテウシュ・ウルバノヴィチ作品集 TOUKYOU MISEGAMAE SAKU,"東京店構え マテウシュ・ウルバノヴィチ作品集


注文確定時に関税後払い配送 を選択した場合、最短で5月20日 水曜日にお届け予定です。


ポーランド出身のイラストレーター、マテウシュ・ウルバノヴィチが、

東京にある古き良き建物をイラストで描く「東京店構え」シリーズ。

2016年にインターネット上で発表されて話題となり、

新聞やテレビなどでも取り上げられた人気イラスト企画が待望の書籍化。


本書では、すでに公開されているイラスト10点に、

新たに描き下ろし40点を加えた計50作品を収録しています。

このほか、メイキングや俯瞰図、建物にまつわるエピソード等も紹介。

さらに、本書は英語による対訳文がついているため、日本語と英語の両方で解説文を読むことができます。

外国人作家の視点を通して綴られる、ノスタルジックな雰囲気の東京建物ガイドに仕上がっています。


""Tokyo Storefronts - The Artworks of Mateusz Urbanowicz""


A continuation of the ""Tokyo Storefronts"" illustrations series portraying fronts of retro-themed shops of Tokyo. Painted in 2016 this popular watercolor paintings series picked up by newspapers and TV shows becomes a full-fledged art album at last!


***This book contains Japanese and English language text!***


This book, in addition to the original 10 illustrations, contains 40 new stores to explore, including storefront illustrations, sketches of the shop's interiors, step-by-step illustration making-of, historical details of included buildings and more. This book also makes a perfect guide to the nostalgic Tokyo spots chosen and painted by a sharp-eyed foreigner!",https://cdn1.fahasa.com/media/catalog/product/i/m/image_195509_1_38240.jpg,"マテウシュ・ウルバノヴィチ, サイドランチ",Kinokuniya Book Stores,2018,160,Tiếng Nhật,"Art, Anime Character",https://www.fahasa.com/toukyou-misegamae-saku.html
五等分の花嫁（１０）- GO TOUBUN NO HANAYOME 10,"五等分の花嫁（１０）- GO TOUBUN NO HANAYOME 10


貧乏な生活を送る高校２年生・上杉風太郎のもとに、好条件の家庭教師アルバイトの話が舞い込む。ところが教え子はなんと同級生！！　しかも五つ子だった！！　全員美少女、だけど「落第寸前」「勉強嫌い」の問題児！ 風太郎は、超個性的な彼女たちを「卒業」まで導けるか──！？


「落第寸前」「勉強嫌い」の美少女五つ子を、アルバイト家庭教師として「卒業」まで導くことになった風太郎。中野父から課された、「全国模試」で風太郎は全国１０位以内＆五つ子たち全員の赤点回避という試練を見事全員で突破。風太郎は再び五つ子たちの家庭教師として就任決定。そんな中、五つ子たちは風太郎との進展を図るべく大胆に動き始める！ 恋の火花散る！ 恋愛戦争加熱の「修学旅行」開戦──！！",https://cdn1.fahasa.com/media/catalog/product/i/m/image_195509_1_38236.jpg,春場ねぎ,Kinokuniya Book Stores,2019,195,Tiếng Nhật,Manga Books,https://www.fahasa.com/go-toubun-no-hanayome-10.html
五等分の花嫁（８）- GO TOUBUN NO HANAYOME 8,"五等分の花嫁（８）- GO TOUBUN NO HANAYOME 8


「落第寸前」「勉強嫌い」の美少女五つ子を、アルバイト家庭教師として「卒業」まで導くことになった風太郎。五つ子たちと風太郎の努力が実り２年生最後の試験で全員の全教科赤点回避に成功する。そんな中、二乃が風太郎に愛の告白！　急な出来事に風太郎は困惑！　春休みの間、五つ子たちと距離を置こうとする風太郎だが家族旅行で訪れた温泉宿で遭遇してしまい…。五つ子×温泉×キス！　風太郎は、五つ子への“愛”を試される！",https://cdn1.fahasa.com/media/catalog/product/i/m/image_195509_1_38233.jpg,春場ねぎ,Kinokuniya Book Stores,2019,195,Tiếng Nhật,Manga Books,https://www.fahasa.com/go-toubun-no-hanayome-8.html
旅の指さし会話帳mini ベトナム - BETONAMU  BETONAMUGO,"旅の指さし会話帳mini ベトナム - BETONAMU BETONAMUGO


バッグに一冊！すぐに通じる！「旅の指さし会話帳mini ベトナム」


文庫本サイズで持ち歩きも楽々なベトナム語の旅行会話集が「旅の指さし会話帳mini」シリーズに登場です。

こちらは、「旅の指さし会話帳11 ベトナム」より、特に使用頻度の高い言葉・フレーズを厳選抜粋してつくられたコンパクト版です。ポイントは、

1. フリータイムで使える言葉を厳選！

2. イラストと言葉を指さすだけで通じる！

3. 病気・トラブルの言葉も充実！

4. 約1600語の単語集を収録！


ベトナム旅行もこれで安心！伝わると、旅はもっと楽しくなります。一人旅の強い味方になるのはもちろんのこと、この一冊で家族や友人との旅行がますます盛り上がることでしょう。観光メインスポットの位置関係がわかりやすいホーチミン市とハノイの地図も掲載しています。

喋れなくても、聞きとれなくても大丈夫。”指さす”だけで通じる「旅の指さし会話帳」をもって、旅に出よう！


＜もくじ＞

この本の使い方

ベトナム語・超基本フレーズ20

お役立ち〈お金〉フレーズ

指さしシートページ［空港・ホテル］［移動］［観光］［食事］［買い物］［仲良くなる］［トラブル］

単語集〈日本語→ベトナム語〉",https://cdn1.fahasa.com/media/catalog/product/i/m/image_195509_1_38231.jpg,"池田 浩明, 朝倉 千夏, むろふし かえ",Kinokuniya Book Stores,2019,111,Tiếng Nhật,Learning Japanese Books,https://www.fahasa.com/mini-betonamu-betonamugo.html
五等分の花嫁（１３） (週刊少年マガジンコミックス) - GO TOUBUN NO HANAYOME 13,"五等分の花嫁（１３） (週刊少年マガジンコミックス) - GO TOUBUN NO HANAYOME 13


貧乏な生活を送る高校２年生・上杉風太郎のもとに、好条件の家庭教師アルバイトの話が舞い込む。ところが教え子はなんと同級生！！　しかも五つ子だった！！　全員美少女、だけど「落第寸前」「勉強嫌い」の問題児！ 風太郎は、超個性的な彼女たちを「卒業」まで導けるか──！？


「落第寸前」「勉強嫌い」の美少女五つ子を、アルバイト家庭教師として「卒業」まで導くことになった風太郎。高校生活最後のイベント「学園祭」が開幕。この３日間は、風太郎と五つ子たちの人生を大きく変える！ 恋と青春が最高潮──!!",https://cdn1.fahasa.com/media/catalog/product/i/m/image_195509_1_38222.jpg,春場ねぎ,Kinokuniya Book Stores,2020,195,Tiếng Nhật,Manga Books,https://www.fahasa.com/go-toubun-no-hanayome-13.html
五等分の花嫁（１１）Go Tobun no Hanayome 11,"五等分の花嫁（１１）Go Tobun no Hanayome 11


貧乏な生活を送る高校２年生・上杉風太郎のもとに、好条件の家庭教師アルバイトの話が舞い込む。ところが教え子はなんと同級生！！　しかも五つ子だった！！　全員美少女、だけど「落第寸前」「勉強嫌い」の問題児！ 風太郎は、超個性的な彼女たちを「卒業」まで導けるか──！？


「落第寸前」「勉強嫌い」の美少女五つ子を、アルバイト家庭教師として「卒業」まで導くことになった風太郎。京都への修学旅行中、風太郎をめぐって五つ子たちの関係はギクシャクしかけたが、雨降って地固まり、楽しく修学旅行を締めくくることができた。そんな中、六年前の修学旅行で風太郎と出会ったのは四葉だったことが発覚し……。五つ子たちの過去物語が明かされる──!!",https://cdn1.fahasa.com/media/catalog/product/i/m/image_195509_1_38230.jpg,春場 ねぎ,Kinokuniya Book Stores,2019,195,Tiếng Nhật,Manga Books,https://www.fahasa.com/go-tobun-no-hanayome-11.html
チェンソーマン 1 - Chainsaw Man 1,"チェンソーマン 1 (ジャンプコミックス) - CHENSOUMAN 1


悪魔のポチタと共にデビルハンターとして借金取りにこき使われる超貧乏な少年・デンジ。ド底辺の日々は、残忍な裏切りで一変する!! 悪魔をその身に宿し、悪魔を狩る、新時代ダークヒーローアクション、開幕!",https://cdn1.fahasa.com/media/catalog/product/i/m/image_195509_1_31812.jpg,藤本 タツキ,Kinokuniya Book Stores,2019,192,Tiếng Nhật,Manga Books,https://www.fahasa.com/1-chensouman-1.html
ドラゴンボール超 11 - Dragon Ball Super 11,"ドラゴンボール超 11 - Dragon Ball Super 11


ブウの中の大界王神も加わり、極悪人モロとの闘いは、宇宙空間から再び新ナメック星へ。だがモロの3つ目の願いにより、一気に劣勢になった悟空達は、一旦撤退することに!!　果たして悟空達に対抗する術はあるのか!?",https://cdn1.fahasa.com/media/catalog/product/i/m/image_195509_1_31185.jpg,"とよたろう , 鳥山 明",Kinokuniya Book Stores,2019,,Tiếng Nhật,Manga Books,https://www.fahasa.com/11-dragon-ball-super-11.html
五等分の花嫁（１２） (週刊少年マガジンコミックス) - GO TOUBUN NO HANAYOME 12,"五等分の花嫁(12) (講談社コミックス)


貧乏な生活を送る高校２年生・上杉風太郎のもとに、好条件の家庭教師アルバイトの話が舞い込む。ところが教え子はなんと同級生！！　しかも五つ子だった！！　全員美少女、だけど「落第寸前」「勉強嫌い」の問題児！ 風太郎は、超個性的な彼女たちを「卒業」まで導けるか──！？


「落第寸前」「勉強嫌い」の美少女五つ子を、アルバイト家庭教師として「卒業」まで導くことになった風太郎。中学時代、姉妹たちに助けられた四葉は、姉妹たちのために風太郎への想いを隠すことを決意。そして一花は、女優という夢を追うため学校を休学することになり……。激動の夏は終わり、新学期へ。高校生活最後のイベント「学園祭」が始まる──！",https://cdn1.fahasa.com/media/catalog/product/i/m/image_195509_1_30946.jpg,春場 ねぎ,Kinokuniya Book Stores,2019,195,Tiếng Nhật,Manga Books,https://www.fahasa.com/go-toubun-no-hanayome-12.html
ミステリと言う勿れ 1 - Mystery to Iunakare - Don't Call It Mystery,"ミステリと言う勿れ 1 - Do Not Say Mystery 1


話題沸騰★青年・久能整!ついに登場!!


『BASARA』『7SEEDS』の田村由美、超ひさびさの新シリーズがついに始動!! その主人公は、たった一人の青年!


しかも謎めいた、天然パーマの久能 整(くのう ととのう)なのです!!


解決解読青年・久能 整、颯爽登場の第一巻!!


冬のある、カレー日和。アパートの部屋で大学生・整がタマネギをザク切りしていると・・・警察官がやってきて・・・!?


突然任意同行された整に、近隣で起こった殺人事件の容疑がかけられる。


しかもその被害者は、整の同級生で・・・。


次々に容疑を裏付ける証拠を突きつけられた整はいったいどうなる・・・???


新感覚ストーリー「ミステリと言う勿れ」、注目の第一巻です!!",https://cdn1.fahasa.com/media/catalog/product/9/7/9784098700295.jpg,田村 由美,Kinokuniya Book Stores,2018,192,Tiếng Nhật,Manga Books,https://www.fahasa.com/1-do-not-say-mystery-1.html
